Date,PTO Policy Inventory Level,Fixed Order-Quantity Policy Inventory Level,E2E Policy Inventory Level,Order-Up-To Policy Inventory Level,PTO Policy Reorder Quantity,Fixed Order-Quantity Reorder Quantity,Order-Up-To Policy Reorder Quantity,E2E Reorder Quantity,PTO Policy Reorder Date,Fixed Order-Quantity Reorder Date,Order-Up-To Policy Reorder Date,E2E Reorder Date,PTO Policy Delivery Date,Fixed Order-Quantity Policy Delivery Date,Order-Up-To Policy Delivery Date,E2E Delivery Date
2025-02-07,137.07502460002326,100.25299509790696,54.021915797387635,94.07463390173163,,75,98.93399538948458,71.55734276162866,No,Yes,Yes,Yes,No,No,No,Yes
2025-02-08,108.77817938525553,71.95614988313923,25.7250705826199,65.7777886869639,,,,,No,No,No,No,No,No,No,No
2025-02-09,101.68780871724701,64.86577921513071,18.634699914611385,58.687418018955384,,,,,No,No,No,No,No,No,No,No
2025-02-10,98.04165678971349,61.21962728759719,14.988547987077864,55.04126609142186,,,,,No,No,No,No,No,No,No,No
2025-02-11,88.57411354151198,51.75208403939568,5.5210047388763535,45.57372284322035,,,,,No,No,No,No,No,No,No,No
2025-02-12,80.21485680276535,43.39282730064905,-2.838251999870277,37.21446610447372,,,,,No,No,No,No,No,No,No,No
2025-02-13,71.55477419278199,109.7327446906657,60.05900815177501,127.48837888397495,,,,,No,No,No,No,No,Yes,Yes,No
2025-02-14,51.77546600151079,89.9534364993945,40.27969996050381,107.70907069270375,24.398740222094105,75,72.51162111602505,74.6558741463929,Yes,Yes,Yes,Yes,No,No,No,Yes
2025-02-15,38.855775619550535,77.03374611743423,27.360009578543554,94.78938031074348,,,,,No,No,No,No,No,No,No,No
2025-02-16,18.48713674979077,56.66510724767447,6.991370708783791,74.42074144098372,,,,,No,No,No,No,No,No,No,No
2025-02-17,1.814356530722371,39.99232702860607,-9.68140951028461,57.74796122191532,,,,,No,No,No,No,No,No,No,No
2025-02-18,-10.473923158484443,102.70404733939925,52.68618494690148,117.97130264873356,,,,,No,No,No,No,No,Yes,Yes,No
2025-02-19,13.00676488573311,101.7859951615227,51.76813276902492,117.05325047085701,,,,,No,No,No,No,Yes,No,No,No
2025-02-20,3.4978188486331465,92.27704912442275,42.259186731924956,107.54430443375705,,,,,No,No,No,No,No,No,No,No
2025-02-21,-0.9766057945176074,87.80262448127199,37.7847620887742,103.0698797906063,126.20220716604459,75,92.45569556624295,55.4125806377005,Yes,Yes,Yes,Yes,No,No,No,Yes
2025-02-22,-3.9550595277067977,84.8241707480828,34.80630835558501,100.09142605741711,,,,,No,No,No,No,No,No,No,No
2025-02-23,-8.997350294065427,79.78187998172417,29.76401758922638,95.04913529105848,,,,,No,No,No,No,No,No,No,No
2025-02-24,-18.9820596920206,69.797170583769,19.779308191271205,85.0644258931033,,,,,No,No,No,No,No,No,No,No
2025-02-25,-39.33725642520606,49.441973850583544,-0.575888541914253,64.70922915991784,,,,,No,No,No,No,No,No,No,No
2025-02-26,-47.836500611866406,115.94272966392319,46.3374479091259,148.66568053950044,,,,,No,No,No,No,No,Yes,Yes,No
2025-02-27,72.46449382058496,110.04151693032996,40.43623517553267,142.7644678059072,,,,,No,No,No,No,Yes,No,No,No
2025-02-28,46.3155294163996,83.8925525261446,14.287270771347305,116.61550340172184,,,,,No,No,No,No,No,No,No,No
2025-03-01,36.50268328820305,74.07970639794806,4.474424643150758,106.80265727352528,,,,,No,No,No,No,No,No,No,No
