Date,PTO Policy Inventory Level,Fixed Order-Quantity Policy Inventory Level,E2E Policy Inventory Level,Order-Up-To Policy Inventory Level,PTO Policy Reorder Quantity,Fixed Order-Quantity Reorder Quantity,Order-Up-To Policy Reorder Quantity,E2E Reorder Quantity,PTO Policy Reorder Date,Fixed Order-Quantity Reorder Date,Order-Up-To Policy Reorder Date,E2E Reorder Date,PTO Policy Delivery Date,Fixed Order-Quantity Policy Delivery Date,Order-Up-To Policy Delivery Date,E2E Delivery Date
2025-01-22,20.06912568650992,132.54917237275524,25.590032398282176,134.79495037700545,,,,,No,No,No,No,No,No,No,No
2025-01-23,12.783571042836753,125.26361772908207,18.30447775460901,127.50939573333228,,,,,No,No,No,No,No,No,No,No
2025-01-24,6.418948883282325,118.89899556952764,11.939855595054581,121.14477357377785,80.24966788068886,75,72.49060426666772,57.40409101148141,Yes,Yes,Yes,Yes,No,No,No,Yes
2025-01-25,2.613100149424043,115.09314683566936,8.1340068611963,117.33892483991957,,,,,No,No,No,No,No,No,No,No
2025-01-26,-4.017030440171854,108.46301624607347,1.5038762716004026,110.70879425032368,,,,,No,No,No,No,No,No,No,No
2025-01-27,71.27574783593516,178.50612664149162,53.95107767849997,178.24250891240953,,,,,No,No,No,No,Yes,Yes,Yes,No
2025-01-28,61.710238204749736,168.9406170103062,44.38556804731454,168.6769992812241,,,,,No,No,No,No,No,No,No,No
2025-01-29,56.40120982843602,163.6315886339925,39.07653967100083,163.3679709049104,,,,,No,No,No,No,No,No,No,No
2025-01-30,49.89893050277754,157.129309308334,32.574260345342346,156.86569157925192,,,,,No,No,No,No,No,No,No,No
2025-01-31,30.164563604847014,137.39494241040347,12.839893447411821,137.1313246813214,92.03889105286926,75,43.134308420748084,73.02601088896388,Yes,Yes,Yes,Yes,No,No,No,Yes
2025-02-01,23.689292316989622,130.91967112254608,6.364622159554429,130.656053393464,,,,,No,No,No,No,No,No,No,No
2025-02-02,20.2350893458036,127.46546815136006,2.9104191883684076,127.20185042227797,,,,,No,No,No,No,No,No,No,No
2025-02-03,108.20475308207781,198.396240834765,71.86720276073724,166.266931526431,,,,,No,No,No,No,Yes,Yes,Yes,No
2025-02-04,99.12494883723565,189.31643658992283,62.78739851589508,157.18712728158883,,,,,No,No,No,No,No,No,No,No
2025-02-05,87.15008961915865,177.34157737184583,50.812539297818084,145.21226806351183,,,,,No,No,No,No,No,No,No,No
2025-02-06,78.71709307828388,168.90858083097106,42.379542756943316,136.77927152263706,,,,,No,No,No,No,No,No,No,No
2025-02-07,73.29581199558213,163.4872997482693,36.958261674241555,131.3579904399353,4.582969299779947,75,63.22072847736294,46.85908170199684,Yes,Yes,Yes,Yes,No,No,No,Yes
2025-02-08,61.70736927824927,151.89885703093643,25.369818956908695,119.76954772260243,,,,,No,No,No,No,No,No,No,No
2025-02-09,56.0719172192711,146.26340497195827,19.734366897930524,114.13409566362425,,,,,No,No,No,No,No,No,No,No
2025-02-10,54.647646040433386,140.2561644933406,13.727126419312864,108.12685518500659,,,,,No,No,No,No,Yes,No,No,No
2025-02-11,40.6311636542575,201.23968210716473,46.56972573513382,157.33110127619364,,,,,No,No,No,No,No,Yes,Yes,No
2025-02-12,26.70967706609909,187.3181955190063,32.64823914697541,143.40961468803522,,,,,No,No,No,No,No,No,No,No
2025-02-13,22.25575985471186,182.8642783076191,28.194321935588185,138.955697476648,,,,,No,No,No,No,No,No,No,No
2025-02-14,16.565821381217603,177.17433983412482,22.504383462093926,133.26575900315373,105.03394620071805,75,61.044302523352,72.6212120804999,Yes,Yes,Yes,Yes,No,No,No,Yes
2025-02-15,11.029012411979876,171.63753086488708,16.9675744928562,127.728950033916,,,,,No,No,No,No,No,No,No,No
2025-02-16,2.3249586836601033,162.93347713656732,8.263520764536429,119.02489630559623,,,,,No,No,No,No,No,No,No,No
2025-02-17,-0.5172809981745652,160.09123745473266,5.421281082701761,116.18265662376156,,,,,No,No,No,No,No,No,No,No
2025-02-18,93.65875303678416,149.23332528897336,-5.436631083057552,105.32474445800224,,,,,No,No,No,No,Yes,No,No,No
2025-02-19,85.90744816426555,216.48202041645476,59.433276124923744,158.61774210883564,,,,,No,No,No,No,No,Yes,Yes,No
2025-02-20,80.42959152728508,211.00416377947428,53.95541948794328,153.13988547185517,,,,,No,No,No,No,No,No,No,No
2025-02-21,59.09544745685311,189.67001970904232,32.621275417511306,131.80574140142318,27.088416464713696,75,46.860114528144834,59.42602536003266,Yes,Yes,Yes,Yes,No,No,No,Yes
2025-02-22,47.83934909121845,178.41392134340765,21.36517705187665,120.54964303578852,,,,,No,No,No,No,No,No,No,No
2025-02-23,41.39276916209464,171.96734141428385,14.91859712275284,114.1030631066647,,,,,No,No,No,No,No,No,No,No
2025-02-24,37.50685052617739,168.0814227783666,11.03267848683559,110.21714447074746,,,,,No,No,No,No,No,No,No,No
2025-02-25,32.164110512836075,162.7386827650253,5.689938473494276,104.87440445740614,,,,,No,No,No,No,No,No,No,No
2025-02-26,53.138956281107966,156.6251120685835,-0.42363222294752756,98.76083376096435,,,,,No,No,No,No,Yes,No,No,No
2025-02-27,46.31182608521835,224.79798187269387,52.17526294119552,138.79381809321956,,,,,No,No,No,No,No,Yes,Yes,No
2025-02-28,30.055990522925523,208.54214631040105,35.9194273789027,122.53798253092673,,,,,No,No,No,No,No,No,No,No
2025-03-01,15.4707072144548,193.95686300193032,21.334144070431975,107.952699222456,,,,,No,No,No,No,No,No,No,No
