Date,SS Policy Inventory Level,"Fixed Order,Quantity Policy Inventory Level",Labelling Policy Inventory Level,Order-Up-To Policy Inventory Level,SS Policy Reorder Quantity,"Fixed Order,Quantity Reorder Quantity",Order-Up-To Policy Reorder Quantity,Labelling Reorder Quantity,SS Policy Reorder Date,"Fixed Order,Quantity Reorder Date",Order-Up-To Policy Reorder Date,Labelling Reorder Date,SS Policy Delivery Date,"Fixed Order,Quantity Policy Delivery Date",Order-Up-To Policy Delivery Date,Labelling Delivery Date
2025-01-27,-2.154435368582849,58.14866423572774,3.8431273247546223,97.263025719116,,,,,No,No,No,No,No,No,No,No
2025-01-28,39.157960889335435,127.84818398974517,58.39734215934295,154.44872642786055,,,,,No,No,No,No,Yes,Yes,Yes,No
2025-01-29,31.090329986569486,119.78055308697922,50.329711256577,146.3810955250946,,,,,No,No,No,No,No,No,No,No
2025-01-30,16.209226682351467,104.89944978276121,35.448607952358984,131.49999222087658,,,,,No,No,No,No,No,No,No,No
2025-01-31,13.594412580955199,102.28463568136495,32.833793850962714,128.88517811948032,168.41514406973522,75,68.50000777912342,66.27088761306013,Yes,Yes,Yes,Yes,No,No,No,Yes
2025-02-01,2.2296529733304222,90.91987607374017,21.469034243337937,117.52041851185554,,,,,No,No,No,No,No,No,No,No
2025-02-02,-15.613203552364146,73.0770195480456,3.626177717643369,99.67756198616097,,,,,No,No,No,No,No,No,No,No
2025-02-03,-15.96830414499678,72.72191895541296,3.271077125010734,99.32246139352833,,,,,No,No,No,No,No,No,No,No
2025-02-04,141.33903677354462,136.61411580421913,58.43416158687703,156.71466602145793,,,,,No,No,No,No,Yes,Yes,Yes,No
2025-02-05,129.7797400080541,125.05481903872858,46.87486482138649,145.1553692559674,,,,,No,No,No,No,No,No,No,No
2025-02-06,115.08880277739023,110.36388180806472,32.183927590722625,130.46443202530355,,,,,No,No,No,No,No,No,No,No
2025-02-07,112.51050704265872,107.7855860733332,29.605631855991117,127.88613629057204,,75,69.53556797469645,92.36847276986056,No,Yes,Yes,Yes,No,No,No,Yes
2025-02-08,110.43324672116438,105.70832575183887,27.528371534496774,125.8088759690777,,,,,No,No,No,No,No,No,No,No
2025-02-09,97.301597327463,92.57667635813749,14.396722140795388,112.67722657537632,,,,,No,No,No,No,No,No,No,No
2025-02-10,85.51968928806389,80.79476831873838,2.614814101396272,100.89531853597721,,,,,No,No,No,No,No,No,No,No
2025-02-11,74.01673218598863,69.29181121666312,-8.888143000678987,89.39236143390195,,,,,No,No,No,No,No,No,No,No
2025-02-12,61.93804292900678,132.21312195968127,71.40164051219972,146.84924015161656,,,,,No,No,No,No,No,Yes,Yes,No
2025-02-13,56.01819125847772,126.29327028915222,65.48178884167066,140.9293884810875,,,,,No,No,No,No,No,No,No,No
2025-02-14,44.6246690755117,114.8997481061862,54.08826665870464,129.53586629812148,46.59370722880841,75,59.0706115189125,66.50862428184655,Yes,Yes,Yes,Yes,No,No,No,Yes
2025-02-15,32.86623423571961,103.1413132663941,42.32983181891255,117.77743145832939,,,,,No,No,No,No,No,No,No,No
2025-02-16,27.152342743877817,97.42742177455231,36.61594032707076,112.0635399664876,,,,,No,No,No,No,No,No,No,No
2025-02-17,5.957695677009276,76.23277470768377,15.42129326020222,90.86889289961906,,,,,No,No,No,No,No,No,No,No
2025-02-18,-6.885301848461449,63.38977718221305,2.578295734731494,78.02589537414833,,,,,No,No,No,No,No,No,No,No
2025-02-19,-9.737480865245557,60.537598165428946,-0.2738832820526138,75.17371635736423,,,,,No,No,No,No,No,No,No,No
2025-02-20,22.916904711759877,121.59827651362599,52.295419347990965,120.30500622447374,,,,,No,No,No,No,Yes,Yes,Yes,No
2025-02-21,18.764994733123807,117.44636653498992,48.143509369354895,116.15309624583767,58.33049886556438,75,79.69499377552626,65.85612029262836,Yes,Yes,Yes,Yes,No,No,No,Yes
2025-02-22,4.042487110669095,102.7238589125352,33.42100174690018,101.43058862338296,,,,,No,No,No,No,No,No,No,No
2025-02-23,-12.909086363375328,85.77228543849078,16.469428272855758,84.47901514933854,,,,,No,No,No,No,No,No,No,No
2025-02-24,-17.984992453265065,80.69637934860104,11.39352218296602,79.4031090594488,,,,,No,No,No,No,No,No,No,No
2025-02-25,-33.765249228730994,64.91612257313511,-4.386734592499911,63.622852283982866,,,,,No,No,No,No,No,No,No,No
2025-02-26,12.088564075214396,127.43943701151612,48.99270013850946,130.84116049789014,,,,,No,No,No,No,Yes,Yes,Yes,No
2025-02-27,-2.8437968847525426,112.50707605154918,34.06033917854252,115.9087995379232,,,,,No,No,No,No,No,No,No,No
2025-02-28,-24.22455478067623,91.12631815562548,12.679581282618834,94.52804164199952,,,,,No,No,No,No,No,No,No,No
2025-03-01,-32.75222608465901,82.59864685164271,0.0,86.00037033801675,,,,,No,No,No,No,No,No,No,No
